Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Thunderbolts Gaming vs ThunderS,Breeze,Thunderbolts Gaming,13,10,3,,ThunderS,3,1,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,FLASHERS vs ALTIN KARIYER Esports,Ascent,FLASHERS,9,3,6,,ALTIN KARIYER Esports,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,FLASHERS vs ALTIN KARIYER Esports,Bind,FLASHERS,10,2,8,,ALTIN KARIYER Esports,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Regnum Carya Esports vs PCIFIC Espor,Icebox,Regnum Carya Esports,13,8,5,,PCIFIC Espor,10,6,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Regnum Carya Esports vs PCIFIC Espor,Haven,Regnum Carya Esports,15,6,6,3,PCIFIC Espor,13,6,6,1,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Dont Throw vs BAYER NEVERLOSEN,Bind,Dont Throw,4,2,2,,BAYER NEVERLOSEN,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Dont Throw vs BAYER NEVERLOSEN,Breeze,Dont Throw,7,5,2,,BAYER NEVERLOSEN,13,6,7,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,OutRage vs Hadi Kanka Esports,Ascent,OutRage,13,10,3,,Hadi Kanka Esports,3,1,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,OutRage vs Hadi Kanka Esports,Icebox,OutRage,13,9,4,,Hadi Kanka Esports,3,0,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Navy Blue vs WarningStepz,Ascent,Navy Blue,13,6,7,,WarningStepz,10,4,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Navy Blue vs WarningStepz,Icebox,Navy Blue,13,9,4,,WarningStepz,7,4,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,OtherSide vs MASSIVESTROKE E-SPORTS,Ascent,OtherSide,13,10,3,,MASSIVESTROKE E-SPORTS,3,1,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,OtherSide vs MASSIVESTROKE E-SPORTS,Bind,OtherSide,13,9,4,,MASSIVESTROKE E-SPORTS,6,3,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Unique vs evilzone,Ascent,Unique,13,8,5,,evilzone,5,1,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Unique vs evilzone,Haven,Unique,13,8,5,,evilzone,6,2,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Unknownpros vs Predatory Esports,Icebox,Unknownpros,8,6,2,,Predatory Esports,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Unknownpros vs Predatory Esports,Haven,Unknownpros,13,6,7,,Predatory Esports,9,3,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 64,Unknownpros vs Predatory Esports,Split,Unknownpros,13,7,6,,Predatory Esports,10,5,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Zero Zone vs ABB ASKİ ESPOR,Haven,Zero Zone,13,6,7,,ABB ASKİ ESPOR,10,4,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Zero Zone vs ABB ASKİ ESPOR,Split,Zero Zone,13,9,4,,ABB ASKİ ESPOR,3,0,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,westSide vs Sivasspor E-Spor,Haven,westSide,13,7,6,,Sivasspor E-Spor,8,3,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,westSide vs Sivasspor E-Spor,Ascent,westSide,14,6,6,2,Sivasspor E-Spor,16,6,6,4,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,westSide vs Sivasspor E-Spor,Bind,westSide,8,4,4,,Sivasspor E-Spor,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Lecassit E-Sports vs ALCATRAZ,Bind,Lecassit E-Sports,13,8,4,1,ALCATRAZ,15,8,4,3,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Lecassit E-Sports vs ALCATRAZ,Breeze,Lecassit E-Sports,2,2,0,,ALCATRAZ,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Team Aurora vs Exercitus5,Haven,Team Aurora,13,11,2,,Exercitus5,10,9,1,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Team Aurora vs Exercitus5,Bind,Team Aurora,13,8,5,,Exercitus5,8,4,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,SHN Esports vs Beşiktaş Esports,Icebox,SHN Esports,10,8,2,,Beşiktaş Esports,13,9,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,SHN Esports vs Beşiktaş Esports,Haven,SHN Esports,9,5,4,,Beşiktaş Esports,13,6,7,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,36NUMBER vs VIN G,Icebox,36NUMBER,9,6,3,,VIN G,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,36NUMBER vs VIN G,Bind,36NUMBER,13,6,7,,VIN G,10,4,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,36NUMBER vs VIN G,Split,36NUMBER,14,4,8,2,VIN G,12,4,8,0,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Thunderbolts Gaming vs ALTIN KARIYER Esports,Icebox,Thunderbolts Gaming,13,7,6,,ALTIN KARIYER Esports,10,5,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Thunderbolts Gaming vs ALTIN KARIYER Esports,Bind,Thunderbolts Gaming,13,9,4,,ALTIN KARIYER Esports,4,1,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Regnum Carya Esports vs BAYER NEVERLOSEN,Icebox,Regnum Carya Esports,13,7,6,,BAYER NEVERLOSEN,11,6,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Regnum Carya Esports vs BAYER NEVERLOSEN,Bind,Regnum Carya Esports,13,7,6,,BAYER NEVERLOSEN,9,4,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,OutRage vs Navy Blue,Ascent,OutRage,13,7,6,,Navy Blue,8,3,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,OutRage vs Navy Blue,Bind,OutRage,13,8,5,,Navy Blue,4,0,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,OtherSide vs Unique,Ascent,OtherSide,13,10,3,,Unique,2,0,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,OtherSide vs Unique,Haven,OtherSide,13,10,3,,Unique,3,1,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,KASTIRALIS vs Unknownpros,Bind,KASTIRALIS,13,8,5,,Unknownpros,8,4,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,KASTIRALIS vs Unknownpros,Haven,KASTIRALIS,13,8,5,,Unknownpros,10,6,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Orgless5 vs GİVEMEORG,Haven,Orgless5,14,6,6,2,GİVEMEORG,12,6,6,0,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Orgless5 vs GİVEMEORG,Bind,Orgless5,13,7,6,,GİVEMEORG,5,0,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,TETA Esports Academy vs Anatolia Esports,Split,TETA Esports Academy,7,2,5,,Anatolia Esports,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,TETA Esports Academy vs Anatolia Esports,Bind,TETA Esports Academy,11,4,7,,Anatolia Esports,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Fire Flux Esports vs Schat'z,Bind,Fire Flux Esports,13,8,5,,Schat'z,5,1,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Fire Flux Esports vs Schat'z,Split,Fire Flux Esports,13,10,3,,Schat'z,7,5,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Surreal Esports vs Order 66,Bind,Surreal Esports,13,8,5,,Order 66,7,3,4,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Surreal Esports vs Order 66,Split,Surreal Esports,13,10,3,,Order 66,2,0,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Papara SuperMassive vs XFlow Esports,Ascent,Papara SuperMassive,13,10,3,,XFlow Esports,5,3,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 32,Papara SuperMassive vs XFlow Esports,Bind,Papara SuperMassive,13,7,6,,XFlow Esports,6,1,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Orgless5 vs Anatolia Esports,Ascent,Orgless5,13,9,4,,Anatolia Esports,8,5,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Orgless5 vs Anatolia Esports,Breeze,Orgless5,13,6,7,,Anatolia Esports,8,2,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Fire Flux Esports vs Surreal Esports,Split,Fire Flux Esports,13,9,4,,Surreal Esports,8,5,3,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Fire Flux Esports vs Surreal Esports,Ascent,Fire Flux Esports,13,7,6,,Surreal Esports,8,3,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Sivasspor E-Spor vs Papara SuperMassive,Ascent,Sivasspor E-Spor,2,2,0,,Papara SuperMassive,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Sivasspor E-Spor vs Papara SuperMassive,Icebox,Sivasspor E-Spor,6,4,2,,Papara SuperMassive,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,ALCATRAZ vs Zero Zone,Bind,ALCATRAZ,11,7,4,,Zero Zone,13,8,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,ALCATRAZ vs Zero Zone,Ascent,ALCATRAZ,8,1,7,,Zero Zone,13,2,11,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Team Aurora vs Beşiktaş Esports,Haven,Team Aurora,15,7,5,3,Beşiktaş Esports,13,7,5,1,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Team Aurora vs Beşiktaş Esports,Ascent,Team Aurora,13,7,6,,Beşiktaş Esports,6,1,5,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,36NUMBER vs Thunderbolts Gaming,Icebox,36NUMBER,12,5,7,0,Thunderbolts Gaming,14,5,7,2,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,36NUMBER vs Thunderbolts Gaming,Bind,36NUMBER,3,2,1,,Thunderbolts Gaming,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Regnum Carya Esports vs OutRage,Bind,Regnum Carya Esports,13,6,7,,OutRage,7,1,6,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,Regnum Carya Esports vs OutRage,Haven,Regnum Carya Esports,15,8,4,3,OutRage,13,8,4,1,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,OtherSide vs KASTIRALIS,Split,OtherSide,13,10,3,,KASTIRALIS,9,7,2,,
Champions Tour Turkey Stage 3: Challengers 1,Open Qualifier,Round of 16,OtherSide vs KASTIRALIS,Icebox,OtherSide,18,6,6,6,KASTIRALIS,16,6,6,4,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Galakticos vs Orgless5,Haven,Galakticos,13,9,4,,Orgless5,5,2,3,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Galakticos vs Orgless5,Ascent,Galakticos,13,9,4,,Orgless5,7,4,3,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,BBL Esports vs Fire Flux Esports,Bind,BBL Esports,13,8,5,,Fire Flux Esports,11,7,4,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,BBL Esports vs Fire Flux Esports,Split,BBL Esports,9,6,3,,Fire Flux Esports,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,BBL Esports vs Fire Flux Esports,Haven,BBL Esports,19,5,7,7,Fire Flux Esports,18,5,7,6,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Unity Esports vs Papara SuperMassive,Ascent,Unity Esports,8,5,3,,Papara SuperMassive,13,6,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Unity Esports vs Papara SuperMassive,Split,Unity Esports,13,9,4,,Papara SuperMassive,5,2,3,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Unity Esports vs Papara SuperMassive,Bind,Unity Esports,13,5,8,,Papara SuperMassive,9,2,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Kafalar eSports vs Zero Zone,Haven,Kafalar eSports,8,5,3,,Zero Zone,13,6,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Kafalar eSports vs Zero Zone,Ascent,Kafalar eSports,7,4,3,,Zero Zone,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,RARE Esports vs Team Aurora,Haven,RARE Esports,13,5,8,,Team Aurora,9,2,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,RARE Esports vs Team Aurora,Ascent,RARE Esports,9,6,3,,Team Aurora,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,RARE Esports vs Team Aurora,Bind,RARE Esports,13,8,5,,Team Aurora,8,4,4,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Oxygen Esports vs Thunderbolts Gaming,Ascent,Oxygen Esports,13,3,10,,Thunderbolts Gaming,11,2,9,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Oxygen Esports vs Thunderbolts Gaming,Bind,Oxygen Esports,6,4,2,,Thunderbolts Gaming,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Oxygen Esports vs Thunderbolts Gaming,Split,Oxygen Esports,13,12,1,,Thunderbolts Gaming,0,0,0,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,İstanbul Wildcats vs Regnum Carya Esports,Bind,İstanbul Wildcats,14,8,4,2,Regnum Carya Esports,12,8,4,0,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,İstanbul Wildcats vs Regnum Carya Esports,Ascent,İstanbul Wildcats,14,7,5,2,Regnum Carya Esports,12,7,5,0,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,İstanbul Wildcats vs Regnum Carya Esports,Haven,İstanbul Wildcats,10,0,0,,Regnum Carya Esports,13,0,0,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,FUT Esports vs OtherSide,Split,FUT Esports,13,7,6,,OtherSide,7,2,5,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,FUT Esports vs OtherSide,Ascent,FUT Esports,13,9,4,,OtherSide,10,7,3,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Galakticos vs BBL Esports,Split,Galakticos,11,5,6,,BBL Esports,13,6,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Galakticos vs BBL Esports,Icebox,Galakticos,11,3,8,,BBL Esports,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Unity Esports vs Zero Zone,Split,Unity Esports,3,3,0,,Zero Zone,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Unity Esports vs Zero Zone,Ascent,Unity Esports,13,7,6,,Zero Zone,8,3,5,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Unity Esports vs Zero Zone,Bind,Unity Esports,2,2,0,,Zero Zone,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,RARE Esports vs Oxygen Esports,Bind,RARE Esports,12,9,3,0,Oxygen Esports,14,9,3,2,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,RARE Esports vs Oxygen Esports,Ascent,RARE Esports,3,3,0,,Oxygen Esports,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,İstanbul Wildcats vs FUT Esports,Ascent,İstanbul Wildcats,1,1,0,,FUT Esports,13,2,11,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,İstanbul Wildcats vs FUT Esports,Split,İstanbul Wildcats,7,7,0,,FUT Esports,13,8,5,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Orgless5 vs Fire Flux Esports,Ascent,Orgless5,4,4,0,,Fire Flux Esports,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Orgless5 vs Fire Flux Esports,Bind,Orgless5,10,6,4,,Fire Flux Esports,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Papara SuperMassive vs Kafalar eSports,Ascent,Papara SuperMassive,8,8,0,,Kafalar eSports,13,9,4,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Papara SuperMassive vs Kafalar eSports,Haven,Papara SuperMassive,13,6,7,,Kafalar eSports,8,2,6,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Papara SuperMassive vs Kafalar eSports,Icebox,Papara SuperMassive,13,8,5,,Kafalar eSports,5,1,4,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Team Aurora vs Thunderbolts Gaming,Split,Team Aurora,13,4,9,,Thunderbolts Gaming,11,3,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Team Aurora vs Thunderbolts Gaming,Icebox,Team Aurora,14,8,4,2,Thunderbolts Gaming,12,8,4,0,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Regnum Carya Esports vs OtherSide,Icebox,Regnum Carya Esports,13,5,8,,OtherSide,11,4,7,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Regnum Carya Esports vs OtherSide,Haven,Regnum Carya Esports,3,3,0,,OtherSide,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Regnum Carya Esports vs OtherSide,Bind,Regnum Carya Esports,15,7,5,3,OtherSide,17,7,5,5,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,İstanbul Wildcats vs Fire Flux Esports,Haven,İstanbul Wildcats,8,6,2,,Fire Flux Esports,13,7,6,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,İstanbul Wildcats vs Fire Flux Esports,Ascent,İstanbul Wildcats,4,4,0,,Fire Flux Esports,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,RARE Esports vs Papara SuperMassive,Haven,RARE Esports,10,4,6,,Papara SuperMassive,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,RARE Esports vs Papara SuperMassive,Ascent,RARE Esports,7,4,3,,Papara SuperMassive,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Unity Esports vs Team Aurora,Ascent,Unity Esports,12,6,6,0,Team Aurora,14,6,6,2,54:51
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Unity Esports vs Team Aurora,Bind,Unity Esports,14,8,4,2,Team Aurora,12,8,4,0,45:32
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Unity Esports vs Team Aurora,Split,Unity Esports,7,4,3,,Team Aurora,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Galakticos vs OtherSide,Haven,Galakticos,2,0,2,,OtherSide,13,1,12,,27:01
Champions Tour Turkey Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Galakticos vs OtherSide,Ascent,Galakticos,9,4,5,,OtherSide,13,5,8,,50:01
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Oxygen Esports vs Fire Flux Esports,Icebox,Oxygen Esports,13,6,7,,Fire Flux Esports,11,5,6,,44:34
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Oxygen Esports vs Fire Flux Esports,Ascent,Oxygen Esports,13,8,5,,Fire Flux Esports,7,3,4,,40:15
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Zero Zone vs Papara SuperMassive,Split,Zero Zone,4,3,1,,Papara SuperMassive,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Zero Zone vs Papara SuperMassive,Ascent,Zero Zone,3,3,0,,Papara SuperMassive,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,FUT Esports vs Team Aurora,Ascent,FUT Esports,13,11,2,,Team Aurora,6,5,1,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,FUT Esports vs Team Aurora,Split,FUT Esports,13,8,5,,Team Aurora,6,2,4,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,BBL Esports vs OtherSide,Haven,BBL Esports,13,11,2,,OtherSide,6,5,1,,34:39
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,BBL Esports vs OtherSide,Ascent,BBL Esports,10,7,3,,OtherSide,13,8,5,,49:00
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Quarterfinals,BBL Esports vs OtherSide,Split,BBL Esports,13,9,4,,OtherSide,5,2,3,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 1,Fire Flux Esports vs Zero Zone,Ascent,Fire Flux Esports,18,8,4,6,Zero Zone,16,8,4,4,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 1,Fire Flux Esports vs Zero Zone,Bind,Fire Flux Esports,3,2,1,,Zero Zone,13,3,10,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 1,Fire Flux Esports vs Zero Zone,Split,Fire Flux Esports,13,5,8,,Zero Zone,11,4,7,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 1,OtherSide vs Team Aurora,Haven,OtherSide,13,7,6,,Team Aurora,7,2,5,,35:50
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 1,OtherSide vs Team Aurora,Ascent,OtherSide,13,8,5,,Team Aurora,9,5,4,,39:39
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Semifinals,Oxygen Esports vs Papara SuperMassive,Haven,Oxygen Esports,13,10,3,,Papara SuperMassive,2,0,2,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Semifinals,Oxygen Esports vs Papara SuperMassive,Ascent,Oxygen Esports,14,8,4,2,Papara SuperMassive,12,8,4,0,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Semifinals,BBL Esports vs FUT Esports,Ascent,BBL Esports,13,9,4,,FUT Esports,9,6,3,,47:35
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Semifinals,BBL Esports vs FUT Esports,Icebox,BBL Esports,8,5,3,,FUT Esports,13,6,7,,44:34
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Semifinals,BBL Esports vs FUT Esports,Split,BBL Esports,10,8,2,,FUT Esports,13,9,4,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 2,Papara SuperMassive vs OtherSide,Ascent,Papara SuperMassive,13,7,6,,OtherSide,7,2,5,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 2,Papara SuperMassive vs OtherSide,Bind,Papara SuperMassive,13,7,6,,OtherSide,10,5,5,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 2,BBL Esports vs Fire Flux Esports,Haven,BBL Esports,13,6,7,,Fire Flux Esports,10,4,6,,52:31
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 2,BBL Esports vs Fire Flux Esports,Ascent,BBL Esports,6,5,1,,Fire Flux Esports,13,6,7,,41:28
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 2,BBL Esports vs Fire Flux Esports,Split,BBL Esports,9,4,5,,Fire Flux Esports,13,5,8,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Final,Oxygen Esports vs FUT Esports,Icebox,Oxygen Esports,19,3,9,7,FUT Esports,17,3,9,5,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Upper Final,Oxygen Esports vs FUT Esports,Ascent,Oxygen Esports,13,6,7,,FUT Esports,8,2,6,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 3,Fire Flux Esports vs Papara SuperMassive,Haven,Fire Flux Esports,2,2,0,,Papara SuperMassive,13,3,10,,30:27
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 3,Fire Flux Esports vs Papara SuperMassive,Ascent,Fire Flux Esports,13,6,7,,Papara SuperMassive,9,3,6,,46:08
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Round 3,Fire Flux Esports vs Papara SuperMassive,Icebox,Fire Flux Esports,10,3,7,,Papara SuperMassive,13,4,9,,
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Final,FUT Esports vs Papara SuperMassive,Ascent,FUT Esports,4,3,1,,Papara SuperMassive,13,4,9,,34:40
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Final,FUT Esports vs Papara SuperMassive,Split,FUT Esports,13,5,8,,Papara SuperMassive,8,1,7,,44:38
Champions Tour Turkey Stage 3: Challengers 1,Main Event,Lower Final,FUT Esports vs Papara SuperMassive,Haven,FUT Esports,7,5,2,,Papara SuperMassive,13,6,7,,40:43
